District,Street,Community,AvgPrice,StdPrice,MaxPrice,MinPrice,13-Jan,13-Feb,13-Mar,13-Apr,13-May,13-Jun,13-Jul,13-Aug,13-Sep,13-Oct,13-Nov,13-Dec,14-Jan,14-Feb,14-Mar,14-Apr,14-May,14-Jun,14-Jul,14-Aug,14-Sep,14-Oct,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug,20-Sep,20-Oct,20-Nov,20-Dec,21-Jan,21-Feb,21-Mar,21-Apr,21-May,21-Jun,21-Jul,21-Aug,21-Sep,21-Oct,21-Nov,21-Dec,22-Jan,22-Feb,22-Mar,22-Apr,22-May,22-Jun,22-Jul,22-Aug,22-Sep,22-Oct,22-Nov,22-Dec,Market1Distance,Market2Distance,Market3Distance,Market4Distance,Market5Distance,Market6Distance,Market7Distance,Market8Distance,TransactionCount,HousingTypeScore,MinDistance,CompositeScore,BusinessStrength,CustomerFlow,DevelopmentPotential,SurroundingFacilities,DC,westlake,Longitude,Latitude
上城,南星,钱江候潮府,71911.8,6829.638069,79710,57083,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68966.0,0.0,57083.0,62044.0,75254.0,0.0,79710.0,0.0,72034.0,0.0,0.0,76565.5,0.0,0.0,0.0,0.0,75424.0,75472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,58.88480663,31.00024984,65.17420408,116.1625585,68.41492122,30.10471671,58.90590725,38.52240224,10,3.122,0.030104717,18,17,9,17,32,597.9129508,11.66924303,120.22242,30.281974
上城,南星,春江名苑,57819.3,8926.574035,75000,44444,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52778.0,0.0,0.0,0.0,55734.0,0.0,52107.5,0.0,0.0,0.0,0.0,0.0,44444.0,0.0,58268.0,0.0,59372.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0,71942.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,53.13418674,33.85156311,37.36056683,111.3621304,31.34127607,32.90566397,57.1052727,27.78382013,10,3.188,0.02778382,13,12,6,16,22,467.8982206,19.40951738,120.192248,30.227163
上城,南星,滨江金色家园,54614.74074,9222.415597,79655,33449,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,34622.0,0.0,0.0,0.0,0.0,0.0,33449.0,0.0,0.0,0.0,35560.0,0.0,0.0,0.0,45211.0,0.0,0.0,0.0,0.0,47958.0,0.0,39671.0,0.0,49761.0,0.0,0.0,63175.0,0.0,61613.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62012.0,0.0,0.0,57823.0,49900.0,0.0,0.0,0.0,47587.0,48514.0,0.0,51958.5,0.0,52417.5,49981.66667,61120.0,60425.0,56257.66667,56769.33333,61883.0,51337.0,63720.0,64602.83333,52677.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,104.9215028,49.9396339,97.85216254,167.8151405,94.90566277,62.19056845,107.3292116,48.15624763,54,2.989444444,0.048156248,13,12,6,16,22,269.9545882,8.60138397,120.18476,30.221652
上城,南星,赞成林风映水苑,56196.0,4167.95451,63492,51990,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58040.0,0.0,0.0,0.0,51990.0,0.0,0.0,0.0,0.0,63492.0,0.0,53302.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,51.62073608,35.12415085,35.43157961,109.3904256,29.23080105,33.42830945,55.64377207,29.31936706,5,3.122,0.029230801,17,17,6,16,22,581.5783143,20.28760356,120.190016,30.227595
上城,南星,康都紫轩,56779.44828,15416.47119,77182,23147,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23147.0,30000.0,0.0,0.0,23697.0,0.0,0.0,0.0,0.0,0.0,0.0,27729.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44856.0,0.0,56180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43812.0,0.0,0.0,0.0,56239.0,67535.0,64318.0,0.0,0.0,66472.0,67115.0,0.0,0.0,52664.0,57416.0,62101.0,68729.4,62210.66667,64796.66667,0.0,0.0,63889.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,48.31344377,39.75130615,30.75223351,104.314024,23.83175717,36.33357754,52.48235408,34.55962206,29,2.806551724,0.023831757,17,17,6,16,22,713.3338879,23.1364125,120.183592,30.228063
上城,南星,绿城蓝色钱江,52766.0625,17208.32136,80996,32634,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,45691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43300.0,0.0,0.0,37302.0,0.0,0.0,0.0,0.0,0.0,32881.0,0.0,0.0,0.0,0.0,65610.0,0.0,0.0,40792.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39643.0,0.0,0.0,0.0,80996.0,0.0,0.0,65503.0,72555.0,56175.0,0.0,69253.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,57.83101093,33.17116171,42.49250449,116.5087415,36.54908166,34.12646365,61.7298227,26.43890711,16,2.2625,0.026438907,13,12,6,16,22,491.6995982,17.64817874,120.196688,30.224441
上城,南星,秋涛路178号,32919.5,10678.5,43598,22241,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43598.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,52.97083443,47.41921292,33.94682302,105.7909228,25.98427342,44.3522353,57.24814534,41.85978349,2,1.66,0.025984273,17,17,6,16,22,654.2418842,23.46580085,120.179018,30.221476
上城,南星,望江府,69615.58824,15055.36257,97944,36753,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36753.0,0.0,0.0,0.0,0.0,57263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71666.5,71714.0,0.0,0.0,0.0,0.0,0.0,74734.5,0.0,0.0,76934.33333,0.0,74157.0,74827.0,76830.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,157.3762212,152.7339035,173.8902514,180.5895134,180.3662114,150.6541152,154.3216842,160.2275623,17,2.735294118,0.150654115,18,17,9,17,32,119.4789799,5.261263319,120.258815,30.39822
上城,南星,水岸枫庭,62436.29167,11783.22617,79545,38956,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38956.0,0.0,40114.0,0.0,0.0,0.0,42952.0,0.0,0.0,0.0,0.0,57655.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56517.0,0.0,62500.0,0.0,0.0,0.0,0.0,55114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62727.0,69319.0,0.0,0.0,69771.0,0.0,64773.0,0.0,66307.5,68288.8,73750.0,50701.5,79545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,134.5578258,128.7826668,150.5569392,161.9713632,156.8554604,126.646347,131.6715105,136.284095,24,2.617083333,0.126646347,18,17,9,17,32,142.1280631,5.979867612,120.250532,30.375683
上城,南星,钱江御府,68736.16,10205.95619,96002,52941,0.0,0,0.0,0,0,0.0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56818.0,0.0,0.0,0.0,0.0,0.0,65403.5,52941.0,0.0,67042.66667,0.0,73034.0,71082.0,65405.0,0.0,0.0,65596.33333,0.0,0.0,66004.0,77991.33333,63194.0,96002.0,58108.0,79545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,49.73156829,42.0015536,31.65514723,104.825141,24.34962755,38.7409826,53.94066638,36.66506197,25,3.0684,0.024349628,17,17,6,16,22,698.1626295,23.2482117,120.182326,30.226009
