District,Street,Community,Coordinates,flagC,flagQ
拱墅,长庆,太平桥横街,"119.938601,30.048752",1,1
拱墅,长庆,富润里,"120.177582,30.261266",1,1
拱墅,长庆,东清巷,"120.178613,30.261259",1,1
拱墅,长庆,东清大厦,"120.177405,30.258344",1,1
拱墅,长庆,双眼井巷,"120.177397,30.262765",1,1
拱墅,长庆,吴牙新村,"120.175592,30.259452",1,1
拱墅,长庆,天安假日公寓,"120.178878,30.263788",1,1
拱墅,长庆,水陆寺巷,"120.177438,30.259274",1,1
拱墅,长庆,柳营巷,"120.173843,30.261557",1,1
拱墅,长庆,青云街,"120.171897,30.263536",1,1
拱墅,长庆,石匠弄,"120.17477,30.263104",1,1
拱墅,长庆,长宁街,"120.172131,30.260263",1,1
拱墅,长庆,池塘巷9号,"120.173538,30.262163",1,1
拱墅,长庆,林司后,"120.175103,30.26411",1,1
拱墅,长庆,新华路小区,"120.176294,30.263989",1,1
拱墅,长庆,横燕子弄,"120.176837,30.261176",1,1
拱墅,长庆,青春坊,"120.174528,30.259435",1,1
拱墅,长庆,三圣巷,"120.28235,30.331421",1,1
拱墅,长庆,威乙巷,"120.175316,30.264026",1,1
拱墅,长庆,柏枝巷,"120.17739,30.258847",1,1
拱墅,长庆,王马巷,"120.177679,30.260284",1,1
拱墅,长庆,遥祥寺巷,"120.177977,30.261744",1,1
拱墅,长庆,海狮沟,"120.178386,30.260702",1,1
拱墅,长庆,洑家弄,"120.175318,30.26428",1,1
拱墅,长庆,凤起都市花园,"120.17806,30.263337",1,1
拱墅,长庆,池塘巷4号,"120.173977,30.26258",1,1
拱墅,长庆,柳营花园西区,"120.173191,30.261027",1,1
拱墅,长庆,柳营花园东区,"120.17456,30.261087",1,1
拱墅,长庆,丽景西苑,"120.178929,30.262156",1,1
拱墅,长庆,金庆公寓,"120.178899,30.259357",1,1
拱墅,朝晖,领骏世界,"120.168241,30.291377",1,1
拱墅,朝晖,国都发展大厦,"120.169307,30.277275",1,1
拱墅,朝晖,德胜新村南,"120.161879,30.295116",1,1
拱墅,朝晖,东新关,"120.163964,30.296009",1,1
拱墅,朝晖,朝晖九区,"120.156359,30.28916",1,1
拱墅,朝晖,朝晖八区,"120.159861,30.291025",1,1
拱墅,朝晖,朝晖二区,"120.170943,30.283304",1,1
拱墅,朝晖,东方豪园,"120.230573,30.367344",1,1
拱墅,朝晖,石灰坝8号,"120.160352,30.292163",1,1
拱墅,朝晖,中山花园,"120.166994,30.275952",1,1
拱墅,朝晖,朝晖五区,"120.162432,30.288085",1,1
拱墅,朝晖,朝晖四区,"120.170151,30.286546",1,1
拱墅,朝晖,庆晖公寓,"120.156767,30.286725",1,1
拱墅,朝晖,朝晖新城,"120.166605,30.28261",1,1
拱墅,朝晖,朝晖七区,"120.158682,30.287338",1,1
拱墅,朝晖,浙江工业大学教师宿舍,"120.16947,30.293126",1,1
拱墅,朝晖,石灰坝25号,"120.160352,30.292163",1,1
拱墅,朝晖,东新桥,"120.166542,30.295206",1,1
拱墅,朝晖,秋水巷,"120.16847,30.277132",1,1
拱墅,朝晖,文晖苑,"120.164262,30.281322",1,1
拱墅,朝晖,朝晖三区,"120.163508,30.285057",1,1
拱墅,朝晖,石灰坝24号,"120.160352,30.292163",1,1
拱墅,朝晖,朝晖一区,"120.166605,30.28261",1,1
拱墅,朝晖,中北西子花园,"120.16654,30.2789",1,1
拱墅,朝晖,朝晖六区,"120.168003,30.288908",1,1
拱墅,朝晖,黎明园,"120.163214,30.282682",1,1
拱墅,朝晖,长板里,"120.155649,30.29063",1,1
拱墅,朝晖,西湖新城,"120.166129,30.278421",1,1
拱墅,朝晖,潮王公寓,"120.170465,30.291107",1,1
拱墅,朝晖,潮王人家,"120.160426,30.289813",1,1
拱墅,朝晖,朝晖路184号,"120.16847,30.277132",1,1
拱墅,朝晖,远大花园,"120.154416,30.291095",1,1
拱墅,朝晖,中山北路601号,"120.165161,30.278467",1,1
拱墅,朝晖,天盛居,"120.156362,30.290076",1,1
拱墅,朝晖,中山北路小区,"120.167978,30.266113",1,1
拱墅,朝晖,中北花园,"120.167186,30.278024",1,1
拱墅,朝晖,中山北园,"120.166278,30.278124",1,1
拱墅,朝晖,华东园,"120.162121,30.29",1,1
拱墅,朝晖,青园小区,"120.162432,30.288085",1,1
拱墅,朝晖,通盛嘉苑,"120.16748,30.280324",1,1
拱墅,朝晖,绿城深蓝广场,"120.169077,30.276375",1,1
拱墅,朝晖,大家武林府,"120.168383,30.279081",1,1
拱墅,朝晖,昆仑公馆,"120.165898,30.284672",1,1
拱墅,朝晖,武林外滩,"120.161718,30.282104",1,1
拱墅,潮鸣,凤起路,"120.173111,30.264554",1,1
拱墅,潮鸣,双牛大厦,"120.180144,30.263994",1,1
拱墅,潮鸣,大学路108号,"120.18395,30.252287",1,1
拱墅,潮鸣,环城东路22号,"120.186054,30.250874",1,1
拱墅,潮鸣,长堤明苑,"120.182211,30.260569",1,1
拱墅,潮鸣,联珠里,"120.183723,30.248627",1,1
拱墅,潮鸣,环城东路16号,"120.182882,30.243486",1,1
拱墅,潮鸣,长明寺巷小区,"120.1824,30.248587",1,1
拱墅,潮鸣,建德村,"120.187095,30.258555",1,1
拱墅,潮鸣,马坡巷,"120.184346,30.249493",1,1
拱墅,潮鸣,横河新村,"120.186054,30.250874",1,1
拱墅,潮鸣,清泰街小区,"120.181691,30.247571",1,1
拱墅,潮鸣,潮鸣寺巷,"120.182435,30.260706",1,1
拱墅,潮鸣,长庆里,"120.181868,30.248327",1,1
拱墅,潮鸣,小米巷,"120.183188,30.248202",1,1
拱墅,潮鸣,珠碧一弄12号,"120.18451,30.258921",1,1
拱墅,潮鸣,锅子弄,"120.180511,30.248761",1,1
拱墅,潮鸣,燕子弄,"120.181983,30.257571",1,1
拱墅,潮鸣,醋坊新村,"120.183799,30.259871",1,1
拱墅,潮鸣,石板巷,"120.184255,30.263648",1,1
拱墅,潮鸣,大学路新村,"120.184048,30.25225",1,1
拱墅,潮鸣,马家弄21.22.25号,"120.302212,30.420151",1,1
拱墅,潮鸣,泰和苑,"120.182211,30.260569",1,1
拱墅,潮鸣,华藏寺巷,"120.181361,30.253676",1,1
拱墅,潮鸣,宏盛公寓社区,"120.185963,30.258276",1,1
拱墅,潮鸣,小河下小区,"120.180715,30.251524",1,1
拱墅,潮鸣,老浙大直路11-25号,"120.185157,30.254614",1,1
拱墅,潮鸣,叶家弄,"120.181707,30.256359",1,1
拱墅,潮鸣,长坡里,"120.185339,30.25078",1,1
拱墅,潮鸣,金衙庄公寓,"120.184826,30.250482",1,1
拱墅,潮鸣,建国公寓,"120.1815,30.263347",1,1
拱墅,潮鸣,云龙公寓,"120.184887,30.259758",1,1
拱墅,潮鸣,珠碧苑,"120.183625,30.259487",1,1
拱墅,潮鸣,刀茅巷20-79号,"120.185646,30.259091",1,1
拱墅,潮鸣,老浙大横路一弄,"120.186529,30.253779",1,1
拱墅,潮鸣,回龙庙前小区,"120.184494,30.260881",1,1
拱墅,潮鸣,红枫苑,"120.18123,30.260282",1,1
拱墅,潮鸣,建国中路,"120.18032,30.256874",1,1
拱墅,潮鸣,西泠花苑,"120.182077,30.256975",1,1
拱墅,潮鸣,老浙大横路三弄,"120.183583,30.255063",1,1
拱墅,潮鸣,潮鸣苑,"120.182211,30.260569",1,1
拱墅,潮鸣,回龙庙前51号,"120.183457,30.260575",1,1
拱墅,潮鸣,凤鸣苑,"120.182211,30.260569",1,1
拱墅,潮鸣,米兰公寓,"120.142379,30.299125",1,1
拱墅,潮鸣,凤起苑,"120.182439,30.263783",1,1
拱墅,潮鸣,大学路110号,"120.182955,30.255279",1,1
拱墅,潮鸣,兴和公寓,"120.159415,30.307207",1,1
拱墅,潮鸣,锦花苑,"120.182211,30.260569",1,1
拱墅,潮鸣,高官弄公寓,"120.183501,30.251479",1,1
拱墅,潮鸣,翰林花园,"120.185056,30.256504",1,1
拱墅,潮鸣,中大凤栖花园,"120.18509,30.263167",1,1
拱墅,潮鸣,万安城市花园南苑,"120.210792,30.246026",1,1
拱墅,潮鸣,万安城市花园东苑,"120.180109,30.255959",1,1
拱墅,潮鸣,檀香园,"120.186338,30.254771",1,1
拱墅,潮鸣,大学苑,"120.182211,30.260569",1,1
拱墅,潮鸣,东河锦园,"120.180272,30.260013",1,1
拱墅,潮鸣,瑞丰格林苑,"120.184279,30.253792",1,1
拱墅,潮鸣,丽景苑(下城),"120.182211,30.260569",1,1
拱墅,潮鸣,云龙十一景,"120.181377,30.2596",1,1
拱墅,崇贤,四维金座,"120.140548,30.398737",1,1
拱墅,崇贤,富春运河赋,"120.210792,30.246026",1,1
拱墅,崇贤,水韵四维苑南区,"120.140496,30.37645",1,1
拱墅,崇贤,杭钢紫元旭润和府,"120.204199,30.404567",1,1
拱墅,崇贤,陆家桥新苑,"120.175208,30.382294",1,1
拱墅,崇贤,北秀向阳苑西区,"120.162094,30.375828",1,1
拱墅,崇贤,佳维新苑,"120.14351,30.383588",1,1
拱墅,崇贤,莲花公寓,"120.145604,30.280645",1,1
拱墅,崇贤,星海云庭,"120.173348,30.386493",1,1
拱墅,崇贤,水韵四维苑北区,"120.14133,30.378662",1,1
拱墅,崇贤,北秀向阳苑南区,"120.165443,30.376579",1,1
拱墅,崇贤,龙湖香醍溪岸,"120.233347,30.445972",1,1
拱墅,崇贤,沾桥新苑,"120.148608,30.381304",1,1
拱墅,崇贤,中尚橄榄树花园（北区）,"120.165691,30.384413",1,1
拱墅,崇贤,紫欣华庭,"120.167483,30.382177",1,1
拱墅,崇贤,经纬御贤府,"120.164506,30.380561",1,1
拱墅,崇贤,中尚橄榄树花园（南区）,"120.167938,30.38104",1,1
拱墅,崇贤,君兰华庭,"120.165251,30.383144",1,1
拱墅,崇贤,旭辉府,"119.731953,29.961792",1,1
拱墅,崇贤,中和北宸府,"120.168012,30.378941",1,1
拱墅,崇贤,东晖龙悦湾,"120.243742,30.436119",1,1
拱墅,崇贤,佳源名城,"120.173806,30.380258",1,1
拱墅,崇贤,锦昌年华,"120.169484,30.38194",1,1
拱墅,崇贤,赞成杭家,"120.172549,30.378764",1,1
拱墅,崇贤,上亿中央郡,"120.162651,30.381424",1,1
拱墅,崇贤,香岸华庭,"120.237636,30.442367",1,1
拱墅,崇贤,望梅华庭,"120.240438,30.439894",1,1
拱墅,崇贤,绿都东澜府,"120.161294,30.324962",1,1
拱墅,崇贤,旭辉时代城,"120.162837,30.384121",1,1
拱墅,崇贤,远洋路劲上河宸章,"120.210792,30.246026",1,1
拱墅,崇贤,荣安翡翠半岛,"120.151408,30.381581",1,1
拱墅,崇贤,祥生群贤府,"120.151369,30.384998",1,1
拱墅,大关,大关路268号,"120.153586,30.309765",1,1
拱墅,大关,大关南二苑,"120.156236,30.300103",1,1
拱墅,大关,大关南六苑,"120.160056,30.302006",1,1
拱墅,大关,大关东二苑,"120.157291,30.304124",1,1
拱墅,大关,大关南七苑,"120.154616,30.308532",1,1
拱墅,大关,大关东九苑,"120.155781,30.309719",1,1
拱墅,大关,大关南四苑,"120.156983,30.301824",1,1
拱墅,大关,大关东五苑,"120.155144,30.304195",1,1
拱墅,大关,大关东六苑,"120.154851,30.305651",1,1
拱墅,大关,大关东三苑,"120.156426,30.304471",1,1
拱墅,大关,大关南九苑,"120.159701,30.303677",1,1
拱墅,大关,大关西四苑,"120.153516,30.306473",1,1
拱墅,大关,大关南三苑,"120.159508,30.300343",1,1
拱墅,大关,大关东四苑,"120.157314,30.306103",1,1
拱墅,大关,大关东八苑,"120.15587,30.309021",1,1
拱墅,大关,大关南八苑,"120.152179,30.308117",1,1
拱墅,大关,大关西三苑,"120.153336,30.304671",1,1
拱墅,大关,大关西五苑,"120.153296,30.308844",1,1
拱墅,大关,大关西六苑,"120.1513,30.305853",1,1
拱墅,大关,大关南一苑,"120.1583,30.29912",1,1
拱墅,大关,大关东七苑,"120.154578,30.308145",1,1
拱墅,大关,大关南五苑,"120.160579,30.299835",1,1
拱墅,大关,三塘人家,"120.158532,30.307705",1,1
拱墅,大关,大关西八苑,"120.151874,30.308701",1,1
拱墅,大关,大关西七苑,"120.151508,30.307382",1,1
拱墅,大关,香吉公寓,"120.158394,30.302936",1,1
拱墅,大关,大关东一苑,"120.159319,30.30449",1,1
拱墅,大关,长乐路20弄,"120.147071,30.304434",1,1
拱墅,大关,长乐北苑,"120.148648,30.303869",1,1
拱墅,大关,大关东十苑,"120.154401,30.309505",1,1
拱墅,大关,大浒东苑,"120.150575,30.311647",1,1
拱墅,大关,玉兔路小区,"120.148263,30.304943",1,1
拱墅,大关,霞湾巷小区,"120.148089,30.296798",1,1
拱墅,大关,小兜弄,"120.147786,30.296822",1,1
拱墅,大关,长乐南苑,"120.149404,30.302677",1,1
拱墅,大关,大兜弄,"120.147757,30.297324",1,1
拱墅,大关,八丈井新村,"120.152114,30.29786",1,1
拱墅,大关,香兰名院,"120.149045,30.300989",1,1
拱墅,大关,香积寺巷,"120.160217,30.304253",1,1
拱墅,大关,大兜路,"120.14425,30.301469",1,1
拱墅,大关,绿城西子锦兰公寓,"120.199695,30.300771",1,1
拱墅,德胜,新青年广场,"120.157959,30.2961",1,1
拱墅,德胜,德胜新村,"120.15862,30.296849",1,1
拱墅,德胜,假山路5弄,"120.158864,30.295404",1,1
拱墅,德胜,德胜路318号,"120.152484,30.292447",1,1
拱墅,德胜,德胜巷108号,"120.152672,30.295372",1,1
拱墅,德胜,假山路33号,"120.156747,30.294745",1,1
拱墅,德胜,假山路73号,"120.15453,30.29463",1,1
拱墅,德胜,德胜巷98号,"120.152757,30.294948",1,1
拱墅,德胜,假山新村,"120.154863,30.29629",1,1
拱墅,德胜,天时苑(拱墅),"119.949299,30.068988",1,1
拱墅,德胜,盛德欣苑,"120.15298,30.296129",1,1
拱墅,德胜,清水公寓,"120.152457,30.293903",1,1
拱墅,德胜,盛德嘉苑,"120.156396,30.295548",1,1
拱墅,德胜,蓝色霞湾,"120.153746,30.295354",1,1
拱墅,德胜,上岛公馆,"120.150759,30.295582",1,1
拱墅,德胜,德胜东村,"120.173028,30.297401",1,1
拱墅,德胜,杭锅新村,"120.174914,30.298511",1,1
拱墅,德胜,德欣城市嘉园,"120.177998,30.299259",1,1
拱墅,德胜,杭氧宿舍,"120.177926,30.298187",1,1
拱墅,德胜,新德佳苑,"120.180645,30.300995",1,1
拱墅,德胜,万科新都会1958,"120.183598,30.301662",1,1
拱墅,德胜,朗诗乐府,"120.18432,30.298826",1,1
拱墅,丁桥,柏悦公馆,"120.228495,30.362023",1,1
拱墅,丁桥,置鼎明珠1号,"120.229317,30.351684",1,1
拱墅,丁桥,长睦锦苑,"120.238541,30.36387",1,1
拱墅,丁桥,三义锦唐苑,"120.23261,30.368956",1,1
拱墅,丁桥,后珠辰秀嘉园,"120.242594,30.354016",1,1
拱墅,丁桥,云亭公寓,"120.241925,30.360716",1,1
拱墅,丁桥,丁桥兰苑,"120.235384,30.347196",1,1
拱墅,丁桥,后珠辰秀嘉园南区,"120.242594,30.354016",1,1
拱墅,丁桥,丁桥东兰轩,"120.229247,30.349752",1,1
拱墅,丁桥,丁桥景园南苑,"120.228866,30.352527",1,1
拱墅,丁桥,华天苑,"120.2452,30.362808",1,1
拱墅,丁桥,丁桥景园北苑,"120.228866,30.352527",1,1
拱墅,丁桥,长睦邻里人家西苑,"120.232014,30.358384",1,1
拱墅,丁桥,长睦家苑,"120.234593,30.356081",1,1
拱墅,丁桥,北城枫景园,"120.233612,30.354283",1,1
拱墅,丁桥,后珠美邻嘉苑,"120.24111,30.350482",1,1
拱墅,丁桥,久睦苑,"120.235204,30.363626",1,1
拱墅,丁桥,阳光逸城,"120.238499,30.348799",1,1
拱墅,丁桥,长睦邻里人家东苑,"120.234655,30.358621",1,1
拱墅,丁桥,丁桥家苑,"120.231031,30.348938",1,1
拱墅,丁桥,后珠家苑,"120.235987,30.354856",1,1
拱墅,丁桥,农港苑,"120.238204,30.356158",1,1
拱墅,丁桥,丁桥大唐苑,"120.226528,30.355183",1,1
拱墅,丁桥,建塘家苑,"120.209645,30.346962",1,1
拱墅,丁桥,城发云锦城,"120.231268,30.372113",1,1
拱墅,丁桥,赵家花苑,"120.221388,30.356355",1,1
拱墅,丁桥,保利罗兰香谷,"120.237178,30.372802",1,1
拱墅,丁桥,北城铭苑,"120.23195,30.345697",1,1
拱墅,丁桥,同协雅苑,"120.214155,30.341585",1,1
拱墅,丁桥,郡上蓝湾,"120.226115,30.367544",1,1
拱墅,丁桥,红郡御庄,"120.227885,30.37081",1,1
拱墅,丁桥,郡枫绿园东区,"120.219915,30.34198",1,1
拱墅,丁桥,同协金座,"120.215712,30.340078",1,1
拱墅,丁桥,玺之湾,"120.228505,30.345335",1,1
拱墅,丁桥,丁桥颐景园,"120.228866,30.352527",1,1
拱墅,丁桥,郡枫绿园西区,"120.218099,30.341709",1,1
拱墅,丁桥,联合格里,"120.23605,30.35748",1,1
拱墅,丁桥,天阳观筑,"120.236481,30.358945",1,1
拱墅,丁桥,卓蓝华庭,"120.23941,30.367291",1,1
拱墅,丁桥,广宇上东领地,"120.226822,30.356423",1,1
拱墅,丁桥,广大融城印象,"120.226184,30.357777",1,1
拱墅,丁桥,冠宇隽园,"120.233046,30.351371",1,1
拱墅,丁桥,中豪四季公馆,"120.236752,30.350825",1,1
拱墅,丁桥,广宇上东名筑,"120.224958,30.360404",1,1
拱墅,丁桥,昆仑天籁,"120.236241,30.352985",1,1
拱墅,丁桥,广宇上东臻品,"120.229661,30.357465",1,1
拱墅,丁桥,广宇东承府,"120.22934,30.359955",1,1
拱墅,丁桥,阳光城翡丽湾,"120.205534,30.346769",1,1
拱墅,丁桥,御东方园,"120.163926,30.249892",1,1
拱墅,丁桥,远洋香奈,"120.219801,30.343555",1,1
拱墅,丁桥,天阳明朗,"120.226036,30.358704",1,1
拱墅,丁桥,中旅城仕公馆,"120.216488,30.34655",1,1
拱墅,丁桥,龙湖名景台一期,"120.212911,30.344371",1,1
拱墅,丁桥,龙湖名景台二期,"120.213269,30.346405",1,1
拱墅,丁桥,天阳晴朗,"120.222237,30.354718",1,1
拱墅,拱宸桥,远洋杭州大运河商务区,"120.147841,30.312635",1,1
拱墅,拱宸桥,蚕花园永兴坊,"120.146093,30.330007",1,1
拱墅,拱宸桥,万通中心,"120.146272,30.307683",1,1
拱墅,拱宸桥,上石苑,"120.146489,30.331565",1,1
拱墅,拱宸桥,蚕花园永和坊,"120.146247,30.328876",1,1
拱墅,拱宸桥,蚕花园永庆坊,"120.143899,30.326728",1,1
拱墅,拱宸桥,蚕花园永宁坊,"120.147664,30.329539",1,1
拱墅,拱宸桥,两宜里,"120.141485,30.323458",1,1
拱墅,拱宸桥,蚕花园永安坊,"120.147866,30.32631",1,1
拱墅,拱宸桥,凤亭院,"120.144023,30.317814",1,1
拱墅,拱宸桥,崇庆里,"120.144899,30.321655",1,1
拱墅,拱宸桥,崇盛里,"120.145137,30.323646",1,1
拱墅,拱宸桥,荣华里,"120.14286,30.323284",1,1
拱墅,拱宸桥,舟山东路,"120.147258,30.31617",1,1
拱墅,拱宸桥,胜月院小区,"120.145492,30.316214",1,1
拱墅,拱宸桥,吉庆院,"120.145372,30.317816",1,1
拱墅,拱宸桥,运河东苑,"120.145604,30.313986",1,1
拱墅,拱宸桥,伟华苑小区,"120.155946,30.314692",1,1
拱墅,拱宸桥,普金家园,"120.145033,30.320632",1,1
拱墅,拱宸桥,左岸花园,"120.141078,30.329258",1,1
拱墅,拱宸桥,定海西园,"120.140928,30.326319",1,1
拱墅,拱宸桥,七古登市教委宿舍,"120.150297,30.320498",1,1
拱墅,拱宸桥,裕兴院,"120.143054,30.313995",1,1
拱墅,拱宸桥,绍兴新村,"120.149055,30.313805",1,1
拱墅,拱宸桥,登云阁,"120.141108,30.314424",1,1
拱墅,拱宸桥,金都清宸公寓,"120.146924,30.325239",1,1
拱墅,拱宸桥,定海东园,"120.142463,30.326828",1,1
拱墅,拱宸桥,五洋运河人家,"120.141076,30.31542",1,1
拱墅,拱宸桥,亲仁里,"120.142531,30.320551",1,1
拱墅,拱宸桥,拱宸新苑,"120.143998,30.323697",1,1
拱墅,拱宸桥,嘉兴东路,"120.147177,30.319429",1,1
拱墅,拱宸桥,蔡马人家,"120.147841,30.312635",1,1
拱墅,拱宸桥,大浒西苑,"120.146548,30.311366",1,1
拱墅,拱宸桥,北国之春人家,"120.141211,30.316063",1,1
拱墅,拱宸桥,银河嘉园,"120.143282,30.316259",1,1
拱墅,拱宸桥,隽逸花苑,"120.162816,30.329288",1,1
拱墅,拱宸桥,紫荆家园,"120.143671,30.312025",1,1
拱墅,拱宸桥,正中尚品庭院,"120.143598,30.319699",1,1
拱墅,拱宸桥,中国铁建国际城,"120.15923,30.330169",1,1
拱墅,拱宸桥,锦昌文华苑,"120.141117,30.310472",1,1
拱墅,拱宸桥,望澜府,"120.161294,30.324962",1,1
拱墅,拱宸桥,国樾湾,"120.147258,30.31617",1,1
拱墅,拱宸桥,远洋公馆,"120.141739,30.308159",1,1
拱墅,拱宸桥,传宸府,"120.150924,30.31713",1,1
拱墅,拱宸桥,大家绿城金麟府,"120.148234,30.323082",1,1
拱墅,勾庄,正易国际,"120.086035,30.354784",1,1
拱墅,勾庄,运河锦庭,"120.117605,30.365742",1,1
拱墅,勾庄,逸居城,"120.116199,30.38092",1,1
拱墅,勾庄,上亿彩虹郡,"120.11546,30.376878",1,1
拱墅,勾庄,名城博园,"120.103111,30.375959",1,1
拱墅,勾庄,赞成赞城,"120.103981,30.377872",1,1
拱墅,勾庄,赞成美树,"120.086035,30.354784",1,1
拱墅,勾庄,瑞麒时代金座,"120.086035,30.354784",1,1
拱墅,勾庄,凯喜雅锦河湾,"120.129378,30.350543",1,1
拱墅,勾庄,海德公园,"120.086035,30.354784",1,1
拱墅,勾庄,滨江旭辉万家之星,"120.118209,30.356742",1,1
拱墅,勾庄,万科杭宸一期,"120.116515,30.350916",1,1
拱墅,和睦,长征桥路48弄,"120.140422,30.298779",1,1
